id_tweet,ironic,depends_image,depends_link,depends_retweet,text
611632659786244097,True,False,False,True,@Fabian_Zumbado Trabajan demasiado por la patria pobrecitos necesitan un descanzo #Sarcasmo es un robo a mano armado el salario de esos srs
607410855395753985,True,False,False,False,"Tenía hambre ... Cheque el basto menú que me ofrece instagram y ya se que voy a comer ! 

#Sarcasmo"
608862142469525504,True,False,False,False,"Hace dos temporadas lo vengo diciendo, y está vez no será excepción. Prepárense que se viene otro torneo de ensueño para @PumasMX #sarcasmo"
615449675177439236,True,True,True,False,
615381799393492993,True,True,True,False,Extendieron las primarias del Psuv hasta las 10 pm por este gentío en las colas #SARCASMO http://t.co/3vUBdGRnfl #FollowBack
618703578321002496,True,True,False,False,No me digas :O No me lo puedo creer. #Ironía https://t.co/EFaf9D9Uj9
614262981912694785,True,False,False,False,@LuciaKuryaki regañado gente!? Usted? Jamás #ironía
628365012675891200,True,False,False,False,Que no acaben esos bonitos primeros dias de clase.  #sarcasmo
611702564812263425,True,False,False,False,los últimos 10 Venezuela se quedó sin nafta #ironia
621597295700799488,True,False,False,False,Y ahora me duele la cabeza bien bien #ironia #Mivoto40Amelie
616755258430226433,True,False,False,False,Pusieron bombas en #Porvenir ya me dieron ganas de votar por #CentroDemocratico ellos si saben como tratar con los terroristas. #SARCASMO
615471693734264832,True,True,True,False,Extendieron las primarias del Psuv hasta las 10 pm por este gentío en las colas #SARCASMO http://t.co/jRuo1tdihp
615359192455610368,True,True,False,False,Extendieron las primarias del Psuv hasta las 10 pm por este gentío en las colas #SARCASMO http://t.co/D5JafDfv4Y #FollowBackSeguro
620567267848396800,True,False,False,True,
609815642989035522,True,False,False,False,
616789836238823424,True,False,False,False,
614128633263734784,True,True,False,False,
619522195463778304,True,False,False,False,"#Menthoplus Que raro que uno se quede sin voz después de cantar 2 canciones, no es lo mismo que cantar 600km o cantar hasta las 6AM #Ironia"
614310845498150912,True,False,False,False,
622253323094241280,True,True,False,False,
603896397641981952,True,True,True,False,Nos estamos recuperando https://t.co/yQ4FVoXx3g #marcaespaña #marcaespana #sarcasmo
622201793762570240,True,False,False,False,Los bachaqueros estan pasados de moda. El saqueo manda #Sarcasmo
610601099972726784,True,False,False,False,Ayer se entregaron los 13 de oro.. Los #MF2015  son hoy?? #ironia
628207603974303744,True,True,False,True,@Javierbaladron Yo creí que se cayó sobre su espada... #ironía ;-)
607144396132360192,True,False,False,False,Que bien una hora del CCME estando con el movil #ironia
604644255483740161,True,False,False,False,CHICOS!!! Hoy echan en A3 Memorias de.... UN ASESINATO. No os lo podéis perder!!!! #Ironía
602601873338703872,True,True,False,False,"#IRONIA, Camacho no se entera ni de donde vive... https://t.co/Hhc5whUMbs"
621133310249578496,True,True,False,True,@CaraotaDigital aqui en Venezuela habrá que vender órganos para poder adquirirlo #Ironia
607206349827502080,True,False,False,False,Aclaro el #partidonacional no robo nada de #IHSS lo tomo prestado sin intereses #ironía #fraude #JOH
607399008361803776,True,False,True,True,@vekaQ @juanfecid @Maika_Mexico @Zuleromero @LaNapolesDF @Dan_Montruccio @Modnikuuza si mejor prd #sarcasmo
623959901522526209,True,False,False,False,Bueno aunque sea tenemos patrocinador principal... #ironia
606191897233768450,True,False,False,False,"Ya que no he comentado la pitada al himno nacional en el Campo Nuevo, indepes deben darme certificado de “No nacionalista” #ironia"
608468120706162688,True,False,False,False,"Le quitaron el sintetizador a Meli, y nos dimos cuenta de su preciosa voz #sarcasmo"
605872875652792321,True,False,False,False,"Quería comprarme el libro de Isabel Allende, El Amante Japonés o uno de Vargas Llosa,  pero mejor me compro el libro de Lynda Diaz #sarcasmo"
623758420181680128,True,False,False,False,"Viene el latabus con 10 min de retraso 👏👏👏👏
#ironía"
611925945306513409,True,True,False,False,"En este gobierno se ha destapado  la palabra sicario,muerte,asaltos y eso q nuestro presidente es ex militar
#Ironía https://t.co/dbFOIOeDiJ"
615813481942482944,True,False,False,False,
615449847827542017,True,True,True,False,
622767178668974081,True,False,False,False,
619164688706838528,True,False,False,False,
602510931541766144,True,True,False,False,Los apuntes del examen de manipulador de alimentos y su coherencia! irene_weis #ironia… https://t.co/k0auByL23p
611326680288903168,True,False,False,False,
623111585809178625,True,False,False,False,Lo que ha querido decir Ortega Cano es que matando a los toros se está haciendo un acto a favor de los derechos de los animales  #Ironia
623784686570065920,True,False,False,False,"Cuando eres mayor de 28, a #unizar le encanta que des vueltas por #zaragoza para hacerte el seguro de accidentes #rutaturistica #ironia"
606224866115768320,True,False,False,False,"Buenas noches, mañana espera desde bien pronto un día bonito de estudio #ironía #PAU"
620992150340304896,True,False,False,False,#NadaMasLindoQue te claven visto #SARCASMO
605002061944602624,True,False,False,False,"Pobre Orpis. Siempre quiere dejar la política pero no lo dejan. Malvados, permítanle dedicarle su tiempo a los pobres! #ironía"
623237083163959296,True,False,False,False,Si el protagonista no es un modelo desfasado sin fallos entonces no hay serie #TheFlash #Ironia
623628724043411457,True,False,False,False,
607155013241212928,True,False,False,False,Soy de la Juventus desde que era pequeño. Lo del Madrid es una tapadera para llegar a más gente #ironia #ForzaJuve
612338085540532224,True,False,False,False,amooo la publicidad!! #sarcasmo
615646332800241664,True,True,False,False,Extendieron las primarias del Psuv hasta las 10 pm por este gentío en las colas #SARCASMO http://t.co/6Twi6xQnSu
618503908554604545,True,False,True,False,"Mejor no he podido acabar el día,  ole yo 😥😥👏
#Ironía http://t.co/brZ1xCap5Z"
608776843660001281,True,False,False,True,@aythami98pg No me jodas?? No lo sabia... #Ironia Pues claro que ya sabia que no era la peli!!
610211507830452225,True,False,False,False,
615076448672608256,True,False,False,False,Una cosa que yo digo y por que me tiene que doler la cabeza sino bebí anoche ni salí a la feria !!!!! #ironia #Resaca 😭😭
621133025963868160,True,False,False,False,@ChollywoodTV saludos Pienso que si Iris de fue es porq viene algo bueno #sarcasmo
615374395444342784,True,False,False,False,"Oh boy, como los extrañe de veras #Sarcasmo"
621706668334825472,True,False,True,False,Deseando conocer los detalles de Angry Birds 2 #Ironia http://t.co/94gP5ILRfc
614817311455870976,True,False,False,False,
607839440736780288,True,False,False,False,La sele es mañana. Apenas he estudiado. Voy bien #ironia
608330362851323905,True,False,False,False,"Creo que esta noche terminaré #AlFinalDeLaCalle118 y voy a sufrir. Lo veo.
Gracias @ClaryCorts 😊 #ironia"
603245524079087616,True,False,False,False,
621117703852572672,True,False,False,False,Hay veces que me impresiona vuestra inteligencia al hablar sobre algo de lo que teneis taaaaanta información #Ironia
614406201607127040,True,False,False,False,
607202731686825984,True,False,False,False,"2 horas y media estudiando matemáticas, que divertido!🙌😣 #ironía #notesemusho"
623643544213917697,True,False,False,False,
608650316540592128,True,False,False,False,Ayyy ya extrañaba el ruido de los helicopteros. #sarcasmo #RenunciaYa #NoTeToca
611984873872424960,True,False,False,False,"@NiallsNotes súper casual. Es algo normal entre nosotros hablar del clima y la pesca, obvio #Sarcasmo"
615535835950247936,True,True,False,False,Extendieron las primarias del Psuv hasta las 10 pm por este gentío en las colas #SARCASMO http://t.co/HaGebwmVjW
610276750686162944,True,False,False,False,
622197399847628800,True,False,False,False,"increible la cantidad de personas que me invitan a hacer algo esta noche, no se que elegir!! #Sarcasmo 😝😝😝"
614008221389488128,True,False,False,False,Gracias al Summer Playa Tour por contestarme las dos veces que les he hablado :D #ironia
619644656658292736,True,False,False,False,"Clases de propiedad intelectual viernes por la noche, oh si :-)  #sarcasmo"
620629006254260225,True,False,False,False,Me encanta tener una familia que me apoya en mis decisiones #ironia
617850898157543424,True,True,True,False,@Lost_Black_Crow La inteligencia es real #Sarcasmo
608738309427355648,True,False,False,False,Me están lloviendo halagos cocinando en #tvaranda jajaja #ironia menos mal que aun no voy hasta agosto jajajaja espero que se olvide todo...
606569708771381248,True,False,False,False,Me encantan las conversaciones que hemos tenido últimamente. #Sarcasmo 😒
616983685515116544,True,False,False,True,"@segovia_es @claraluquero @Sgenfurecida
Ya comienza a arrepentirse de su voto el ciudadanos de a pie.
#traslaaelecciones
#ironia o #falsedad"
609756061986369536,True,False,False,False,"Via SolmarVarela: #SinAgua , pero con una tonelada de optimismo... 
#Sarcasmo"
608749776545398787,True,False,False,False,El problema está cuando todos los pantalones cortos del verano pasado te quedan grandes #perfecto #meencanta #ironia
618350875577335808,True,False,False,False,
603921615491997697,True,False,False,False,"La #FIFA debería cambiar su oficina a México. Aquí ya tenemos Ley Anti-Corrupción
#sarcasmo #bazzinga"
631341687063752704,True,False,False,False,Apoyar tu mejor amiga hasta en sus peores momentos y que te lo devuelva con una apuñalada COOOL #sarcasmo
616770068345716737,True,False,False,False,
620220548799438848,True,False,False,False,
606591159654334465,True,True,False,False,"buena foto Jorge,.....no hay nada mas q decir con esa imagen.... https://t.co/uaxAl3nmVF"
612544336664899584,True,False,False,False,
609314340936806400,True,False,False,False,Pues sin móvil! Qué alegría #Ironía
606807255883870208,True,False,False,False,En la dulce espera de un taxi :/ #Sarcasmo
628185685841698816,True,False,False,False,Súper buen inicio 👍 #sarcasmo
615357069110087680,True,True,False,False,Extendieron las primarias del Psuv hasta las 10 pm por este gentío en las colas #SARCASMO http://t.co/nuvrpLbist #SiguemeyteSigo
610976803516235777,True,False,False,False,Impresionante la cantidad de personas en el Cuscatlan...#Sarcasmo
610576247052218368,True,False,False,False,
603200230033661954,True,False,False,False,6000 bs unn pasaje ida y vuelta a Margarita ...ahahha ....me encanta como estamos #Ja #Sarcasmo
615566934709522432,True,False,False,False,
619453492839739392,True,False,False,False,"Estáis contentísimas las mujeres con el hashtag del día, eh? #Ironía"
628842206024048640,True,False,False,False,Empiezo guay en día. #ironia
631564472264462336,True,False,False,False,"Ustds que creen que Kim Kardashian es bonita, pues su maquillaje diario solo cuesta $1,200 pero aun así es bonita #sarcasmo #piensen"
613312701545205760,True,True,False,True,@LaVanguardia #enuntuit bandera + hombre fuerte = votos. Aquí en Alemania eso siempre ha sido el inicio de algo positivo. #ironia
620026079848329216,True,False,False,False,Da gusto que se preocupen tanto por ti #Ironía
620309680330375168,True,True,False,False,"No mames cuanta pinche gracia me dio....
#Sarcasmo #Time 
creo que soy de los pocos que entienden la seriedad  https://t.co/0CJkefqlqp"
622696161728720896,True,False,False,False,
622952475587284993,True,False,False,False,Que emocionante Está #CRCvsMEX #sarcasmo #CopaOro2015
620087152899158016,True,False,False,False,"Que buen consejo aldana, me impresionas te juro.😘 #Sarcasmo #AldanaChupaVerga"
618223824643977216,True,False,False,True,"@Kalizt noooo ¿eso ha dicho, el cochino ? me ha hecho llorar. Que noble 
#sarcasmo"
620068726163910656,True,False,False,False,
611779879529525248,True,False,False,True,"@YelmoCines GRACIAS POR LA AYUDA EH? NO NECESITABA TANTA, DE VERDAD GRACIAS #IRONIA"
610481173857341440,True,False,False,True,@_KyungriBxG tu???  No como crees #sarcasmo
621281421718614017,True,False,False,False,Y otra vez hacia el curro bieeeen #Ironia
614356605786816512,True,False,True,False,"Qué fachas en Madrid, redadas de inmigrantes para ""limpiar"" la calle... ay! Calla! Si ya no gobierna el PP... #ironía http://t.co/ctKTnOf87F"
606257253952417792,True,False,False,False,
631606514445381633,True,False,False,False,He perdido tres celulares y dos laptop. Se desangra la cuenta. Viva la putería y el conformismo para sobrevivir. #Sarcasmo
604605449636343808,True,False,False,False,Dar las gracias a mi madre por cogerme el teléfono a la primera y no dejar que salte el buzón de voz #ironía
618184655137849345,True,False,False,False,Qué bien me ha sentado volver de las vacaciones #Ironía
608863426450984960,True,True,False,True,@BarcelonaBSC  son los pitufos cagones q hacen wevadas.. jaja #Sarcasmo
602441236188942336,True,False,False,False,Pfff finde mas que perfecto con mis amores Kant y Descartes  jajajaj #ironia
622962302787166208,True,False,False,False,
621824912773124096,True,False,False,False,"No quiero separarme ni un solo minuto de las redes sociales, no vaya a ser que en ese momento privaticen @Tu_IMSS o el @ISSSTE_MX

#Sarcasmo"
611613337584074752,True,False,False,False,
616656961984155648,True,False,False,False,"Me encanta la confianza que tienen mis padres en mí

#Ironía"
609104072914952192,True,False,False,False,
611357644343877632,True,True,False,False,Uyyy que triste... :( #Ironia  https://t.co/j7Sp1NbYqX
614379434834051072,True,False,False,False,Y volvieron los mareos... #Yuju #Ironía ¬¬
602412739835887616,True,False,False,False,Oh dios que felicidad han venido mis padres a verme #ironia
605841151548006400,True,False,False,True,"@XiomaraDanelia ay mire, que no sabia que el señor era juez! #sarcasmo"
610411740329824256,True,False,False,True,"@Pri_AN @HootersPanama ¿Colombiana dando mal servicio? No le creo, ellas son las mas preparadas para atender público #sarcasmo"
623056738401538048,True,False,True,False,"""No comprendo como hay tanto paro; con la cantidad de ofertas de empleo para vender seguros que hay.""

#ironia #inem http://t.co/NBtwO55Zjo"
616918282973659138,True,False,False,True,@DelfiRuatgs 👏👏 muy bien delfii kPa #sarcasmo jajajajaja
613338523408535552,True,False,True,False,"Cuando las grandes mentes encuentran insipiración se logran estas joyas
@osmor79 @asiesmonterrey @DrRayado #Sarcasmo http://t.co/MmcCmenIyV"
621978476061589509,True,False,False,True,"@Su_Gleek13 Siiii, que cada día es más bueno (((: #Ironia"
606278913510281216,True,False,False,False,
608090832491708417,True,False,False,False,Escuchando 🎶👏 experiencia de amor #ironia #dejameser #comotuhombre @DANNYDANIELCOL 🎶🎶❤
622702558608539648,True,False,False,False,"Que malas vistas en la playa de rota,uff que asco da la arena (#ironia )"
628914680979959808,True,False,False,False,Hay gente simpatica en el mundo ehh! #Ironia
616789050880622592,True,False,False,False,
615449764436422656,True,True,True,False,Extendieron las primarias del Psuv hasta las 10 pm por este gentío en las colas #SARCASMO http://t.co/o3KDqq3JJY
616711569733390337,True,False,False,False,Querida parate mas en la calle total parece q es tuyo #Sarcasmo
610406306713849856,True,False,False,False,"@CasillasWorld ha salvado a España frente a la todopoderosa Bielorrusia. 
Qué grande eres Iker!!! 

#ironía"
608230313744080896,True,False,False,False,
613879457443545088,True,False,False,False,
620843773296275456,True,False,False,False,Me encanta que solo me utilicen para ser su psicóloga. #Ironia.
619336625320030208,True,False,False,False,"Lo mejor que podes hacer si tenes Parkinson es tocar la maraca en una banda de salsa o, hacerte Freelance en pajas para otros #sarcasmo"
620088615046090752,True,False,False,False,"@TuMundoInter Inter es tan la gran cosa, que no se da el lujo de trabajar en Ciudad Guayana... #sarcasmo"
619489820813971456,True,True,False,False,
613836926836166660,True,False,False,False,Me encanta que pasen de mi xd #Ironía
620928585545744384,True,False,False,True,@CarlosDuchannes jajaja que poco te pareces a mi oye. #Ironia
602768816561586177,True,False,False,False,Empezamos bien el lunes Sí #Ironia
609877751328321536,True,True,False,True,@CynthiaViteri6 profundo análisis de nebot jajaja #sarcasmo
628631698977198080,True,False,False,False,Pocas cosas odio mas que hacer las colas eternas de la farmacia ...con lo rapido q van los farmaceuticos #Ironia
614418352522530816,True,True,False,True,"@larazon_es si? D verdad? No me lo puedo creer, si hacer eso es de casta y ellos son la exaltación del pueblo más humilde y luchador #ironia"
608535974004559872,True,False,False,False,Hay tanta gente en el autobús que no se como no se rompe la suspensión o las ballestas por el peso #sarcasmo
623925307859435520,True,False,False,False,
614150695495835648,True,False,False,False,
628871212987478016,True,False,False,False,"Y mi abuelo que no me coge el telefono, q bien todo #ironia"
623827242951528448,True,False,False,False,"La plaza Pedro Zerolo es una tontería, pero la de la Tatcher es la leche. #pedrozerolo #pp #ironia"
616173961504800768,True,False,False,False,Multas de 100 a 10.000 euros por acabar tuit con el hashtag #ironía . Me parece correcto.
602454656883785728,True,False,False,False,Gracias una vez más por esas personas que me dicen una cosa y luego hacen otra. #IRONIA
611346671298068480,True,False,False,False,Sos un groso brayan. Tratas de puta a marianY le querés pegar a rominaComo te banco#SARCASMO #GH2015
616227402268721153,True,False,False,False,Empezamos bien julio #Ironia
608686846827102208,True,False,False,False,"Que buen servicio de inscripciones, eh :) #sarcasmo"
615541333206429696,True,False,False,False,Mas de 3 millones?  Ja! Si claro! también es cierto que @NicolasMaduro  es un extraordinario presidente. #Sarcasmo
621766242593079296,True,False,False,False,Amo que me dejen sola.. #sarcasmo
605621537203482625,True,False,False,False,Gracias a los que ayudaron a hackearme la cuenta anterior. #Sarcasmo #AEmpezarDeCero.
628326800213569536,True,False,False,False,"Ay esa comunidad del league of legends, siempre flameando, siempre dando por culo... La mejor comunidad del mundo de jugadores! #ironia"
622554973709160448,True,False,False,False,Ya no tengo sueño n.n Bien! #ironia
618193905763397632,True,True,False,False,"Pero vamos, qué aquí no pasa nada.
#Sarcasmo... https://t.co/ghsBYuWvH1"
609771934201573376,True,False,True,False,Despues de que zayn se fue One direction se quedo sin fans #Sarcasmo http://t.co/RIizg8IGQH
621788581862973440,True,False,False,False,Bueh! Este gobierno ayuda mucho a los pobres. Que horror. Andate cristina. #Ironia
615649221270749184,True,True,True,False,Extendieron las primarias del Psuv hasta las 10 pm por este gentío en las colas #SARCASMO http://t.co/lIyVpDc3Ci
617865816982331392,True,False,False,False,
603080252529606656,True,False,False,False,Que rico se siente sacar A en clases donde es trabajo en grupo.... #sarcasmo #LaALaSudeYo
605784044735856640,True,True,False,False,Pd: viva la libertad de prensa. #Ironía  https://t.co/WzJkIn9rFd
619229639349796864,True,False,False,True,@costa_1994 JAJAJAJAJA si tío...en verdad me encanta magno y costa gamberro... Los escucho a todas horas #sarcasmo
623289513616515072,True,False,True,False,
616631041965490176,True,False,False,False,Nada como recibir mis clases favoritas bajo este calor #sarcasmo
609017532478070784,True,False,False,False,"Todos a ver a la selección y yo a chapar francés, ni tan mal eh #Ironia"
607226665555640321,True,False,False,False,¡Qué puta pasada es estudiar Geriatría! #Ironía
615278518386225152,True,False,True,False,#PsuvVictorioso en otra muestra de que el pueblo sabe escoger #sarcasmo http://t.co/q4L9lBxZJW
617904585198448641,True,False,False,True,"@rcnlaradio Mínimo otro atentado de los de la Habana ... Perdooon !!! ""ELN"", los nuevos culpables de todo, FARC son ángeles #Sarcasmo"
623242162474516485,True,False,False,False,
